person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.cellphone,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.role,vaccination.0.healtcarePersonnel.surname,vaccination.0.type,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.cellphone,vaccination.1.healtcarePersonnel.role,vaccination.1.type,vaccination.0.id,vaccination.1.id,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.cellphone,test.0.healtcarePersonnel.role,test.0.type,test.0.result,test.0.datetime,test.0.id,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.cellphone,test.1.healtcarePersonnel.role,test.1.type,test.1.result,test.1.datetime,test.1.id,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.cellphone,test.2.healtcarePersonnel.role,test.2.type,test.2.result,test.2.datetime,test.2.id,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.cellphone,test.3.healtcarePersonnel.role,test.3.type,test.3.result,test.3.datetime,test.3.id,contact.0.name,contact.0.surname,contact.0.cellphone,contact.1.name,contact.1.surname,contact.1.cellphone
Via Walter Fillak,16151,68 R,Genova,1982-03-03,+393757581652,CRVVTI82C03I057J,Vito,M,Carvelli,2021-08-03 09:09:01,1,+39337262645,FRLVLN36A42D324M,Evelin,other,Ferluga,Johnson & Johnson,,,,,,,,,4f8f9c0c-50dd-4241-b43b-74792f2d3700,,Jacopo,Palumbo,PLMJCP02L30G761X,+393712720976,doctor,Molecular,Negative,2021-09-10 19:13:54,33ef1699-bc5a-4271-9413-602054290922,,,,,,,,,,Anna,Torchio,TRCNNA63H55D050C,+39370516017,nurse,Molecular,Positive,2021-04-05 21:14:17,300a1516-1edb-412c-850c-b8bbd2338621,,,,,,,,,,Marco,Manca,+393161021702,Marianna,Cossu,+393340237631
Via Indipendenza,21040,32,Jerago Con Orago,1998-05-09,+39343384108,TMSRDY98E09L957R,Rendy,M,Tomasi,2021-10-23 04:22:28,1,+393176130678,LDODLA23L63L390A,Adelia,doctor,Lodi,Moderna,2021-11-20 04:22:28,2,Romina,Bianchi,BNCRMN37S69G164K,+39379552303,nurse,Moderna,e5f0c669-3f7d-4947-a25d-62238c675269,6e9b4714-6cd6-43af-aad5-239da01d4ad3,Gino,Messina,MSSGNI95A22H325P,+39391863739,doctor,Molecular,Positive,2021-03-28 09:54:05,31d39bdc-c382-4fb6-a6f4-967ce3bd3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniela,Pace,+39328739610,Maria Francesca,Rossi,+393604273363
Via Aurelio Pozzi,22070,1,Albiolo,1958-04-06,+393606288716,MNCPLN58D46H935D,Paolina,F,Mancini,,,,,,,,,,,,,,,,,,,Carlo,De Maio,DMECRL86L31I034Y,+393799825349,nurse,Antigen,Negative,2021-06-05 14:45:52,b50ee6de-3d01-49ff-bedb-e8bba44c8b7d,,,,,,,,,,,,,,,,,,,Maurizio,Proietti,PRTMRZ81E09F127X,+393333491505,nurse,Antigen,Positive,2021-04-01 22:47:37,1c1e4b71-d7f5-47de-9149-5f2935498ad1,Edoardo,Lombardi,+39325010139,Giuseppina,Donati,+39333541401
Via Cavour,21040,18,Venegono Inferiore,1960-08-14,+393460392664,RSSNNA60M54H129S,Anna,F,Rossi,2021-01-25 03:25:17,1,+393338766480,DRGGPP61S48E777D,Giuseppa,other,Dragoni,Moderna,,,,,,,,,186c421f-ba44-4f26-9730-554a6d0c9f0a,,Rosalba,Giuliani,GLNRLB73S61F381W,+39362233238,other,Antigen,Negative,2021-06-23 11:52:25,416467e7-c45a-4e89-b731-8cb02da15009,Federica,Ricci,RCCFRC73C42M297D,+39383031253,nurse,Antigen,Negative,2021-05-24 14:45:16,e8d51433-66b6-4c01-b91d-6ae4a1f31285,Mario,Lenzi,LNZMRA03H26C415T,+393377067491,doctor,Antigen,Positive,2021-05-20 09:02:47,1d69b20b-8d12-4826-aee9-bef4406730ab,,,,,,,,,,Teresa,Ferro,+39322176181,Daniela,Sartori,+39340259215
Corso Umberto,84096,77,Montecorvino Rovella,1994-10-03,+39370662759,FRRLRT94R03I689M,Alberto,M,Ferrari,2021-04-22 22:24:49,1,+393691339472,CSTFLC24H49H425A,Felicia,other,Costantini,Pfizer-BioNTech,,,,,,,,,8ac65dd0-6adc-40b6-b3b3-aa4719602714,,Maurizio,Coviello,CVLMRZ01D17A013H,+393801198298,nurse,Molecular,Negative,2021-12-15 15:54:32,572e24ba-3810-4f85-86d7-e82b70ad1e80,Sara,Mantovani,MNTSRA62L67G365R,+393778938418,doctor,Molecular,Negative,2021-04-29 02:48:38,fe1957a4-b1fc-4a3c-ab3c-e8be41671736,Iolanda,Caruso,CRSLND03H54B603W,+393464817168,nurse,Molecular,Negative,2021-11-04 01:44:37,0ed86859-8a48-4a62-8b55-6da5ea3bfcba,Anxhela,Mair,MRANHL79E45L111L,+39378002176,other,Molecular,Positive,2021-09-08 22:30:31,0b3e3f98-1ebc-4515-833a-5918a53366a5,El Houssine,Epifani,+393392806648,Silvano,Balboni,+39351010261
Via Roma,66040,15,Colledimezzo,1971-10-04,+39369994511,CLNTMR71R44D766O,Tamara,F,Colangelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giovanni,Moretti,MRTGNN38S06G212R,+393780498915,other,Antigen,Positive,2021-04-08 16:53:21,a30be330-04b6-4031-9696-7a6bcebc2ee9,,,,,,,,,,Fulvio,Dal Farra ,DLFFLV75D07A083T,+393512014544,doctor,Antigen,Negative,2021-02-07 01:11:33,024b4830-a696-4701-810b-57593db1d09a,Antonio,Ricci,+39389103877,Angela,Torrisi,+393404706780
Viale De Gasperi,20060,39/45,Gessate,1962-12-11,+393732326710,RSSSRA62T51B482T,Sara,F,Rossi,2021-12-11 04:33:01,1,+393620627043,MRGTRS54D56I582R,Italia Rosa,doctor,Murgia,AstraZeneca,2022-01-08 04:33:01,2,Cecilia,Montanari,MNTCCL38L56B188A,+39342977482,nurse,AstraZeneca,aa7d5dbb-3b6f-4713-86d8-832bb9183b55,f8dbf424-6dfe-41ff-828d-bf32af7579aa,Niculina,Ruggeri,RGGNLN23E62L308U,+393720368097,nurse,Molecular,Negative,2021-11-24 17:41:02,f31589a9-0a6f-4235-99b7-09b27a8f3064,Gian Piera,Neri,NREGPR70S41C847R,+39323446315,other,Antigen,Negative,2021-04-12 11:50:47,f7b5b502-225e-43ea-85a3-a3b1ffff5f13,Christian,Rossi,RSSCRS38C09C338I,+39344362032,other,Antigen,Negative,2021-11-07 23:59:08,5a0474aa-53a0-466f-b752-de15376b23b8,Larisa Madalina,Giuliani,GLNLSM22D43G771G,+39333918077,doctor,Molecular,Negative,2021-01-04 07:46:32,90df531d-4bcd-493c-90a7-e5d1949dc422,Sebastiano Sergio,Mantovani,+39356875062,Emanuela Daniela,Pugliese,+393733709458
Via Vittorio Veneto,89823,136,Fabrizia,1973-05-13,+393797994535,GRDPNC73E53H763Y,Principessa Chanel,F,Giordano,,,,,,,,,,,,,,,,,,,Rosa,Baldi,BLDRSO53D42G636C,+39331258703,other,Antigen,Positive,2021-08-18 17:16:45,4013dc22-0c96-434c-83b6-ba8779a2e497,Toma,Russo,RSSTMO78T19B619G,+393873048950,nurse,Antigen,Negative,2021-10-23 03:31:03,5cf67482-4a57-44fc-b7a2-94884def0a9e,,,,,,,,,,Antonella,Huber,HBRNNL57R58F132F,+39382159907,doctor,Molecular,Positive,2021-06-12 13:34:57,2bf6969a-655e-42b3-b022-5cdfb9e07969,Andre,Gentile,+393373831167,Elio Lorenzino,Corti,+393115334350
Via Restano,13100,68,Vercelli,1974-09-09,+393275818948,CRPCDR74P09A159S,Claudio Roberto,M,Crippa,2021-08-14 10:50:08,1,+393472171437,RSSSRG37T01E458F,Sergio,other,Rosset,Johnson & Johnson,2021-09-11 10:50:08,2,Allegrezza,Schiavon,SCHLGR75S70L892E,+39346231991,doctor,Johnson & Johnson,0f611f7b-c63f-4775-b47c-e0768d752458,9727caa6-81f8-4f64-925c-4ff6decacf09,,,,,,,,,,,,,,,,,,,Margherita,Cavallo,CVLMGH03R52E471C,+393486478474,doctor,Molecular,Positive,2021-08-17 11:05:04,9d40d1a9-9ca6-4c02-920f-b4c221459ac6,,,,,,,,,,Luca,Carta,+393586135610,Paloke,Meloni,+39371018879
Piazza Cesare Battisti,40061,10,Minerbio,1959-01-04,+39374279148,SCCJSK59A44I894B,Jessika,F,Sacchi,2021-09-13 05:05:07,1,+39377265804,MRRRVN54D64C357X,Aurora Vincenza,nurse,Morri,Johnson & Johnson,2021-10-11 05:05:07,2,Tommaso,Rossi,RSSTMS60H09F706B,+393991160994,doctor,Johnson & Johnson,572e1a33-58ff-466f-b4f6-14e5d20eb494,f3bbff29-b750-4a7a-87a8-7074d022c74d,Mauro,Ferrara,FRRMRA44M19B888C,+393502532403,doctor,Antigen,Positive,2021-10-24 08:04:04,9bc5839c-dc20-4e7f-a12a-1b843fcdaec3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domenico,Amerio,+393881440554,Valter Francesco,Colangelo,+393904346855
Piazza F. Crispi,93017,1,San Cataldo,1990-05-21,+39377589515,FVRLDE90E61C815F,Elda,F,Favaro,2021-01-21 20:08:51,1,+39375237184,MNTRSL02B65H799F,Rossella Elvira,other,Montagna,Moderna,,,,,,,,,ed04c20b-5b1e-4b04-8f59-2ff02efeb296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamal,Bini,BNIKML51P20M059A,+39369637247,nurse,Molecular,Negative,2021-08-05 00:07:16,1dd074aa-f587-4edd-8670-464029b23f34,Aleksander,Gori,+39325726547,Silvia,Pinna,+393820107964
Via Roma,09020,100,Pimentel,1936-01-09,+393538962046,DGRZNE36A09I715O,Zeno,M,Degrassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palma,Mazza,MZZPLM02D42C352F,+393962465084,nurse,Molecular,Positive,2021-10-11 12:01:57,e01ed238-16e5-4b7a-8452-5311c95328a4,Valter,Loi,LOIVTR32H08G147F,+393297086012,doctor,Molecular,Positive,2021-06-30 18:53:29,b96dbca5-41e3-421e-986d-73323d96ad3e,,,,,,,,,,Nicolo',Valentini,+393989913672,Enrico Maurizio,Benedetti,+393391873895
Corso Laghi,10051,187,Avigliana,1940-10-22,+393913963115,MSSMNN40R62M093U,Marianna,F,Massaro,2021-05-16 21:19:25,1,+39356133625,RSSGLC92R01I871L,Gianluca,doctor,Rossi,Johnson & Johnson,2021-06-13 21:19:25,2,Valerio,Sala,SLAVLR52L23D926F,+39394854426,doctor,Johnson & Johnson,22a1cdea-44ef-466c-affd-6c018e13f9ed,2abb07d1-197c-4ff9-8fc8-ee84cb68e822,Franca Rosa,Martinelli,MRTFNC25S51F712B,+39370735941,other,Antigen,Negative,2021-05-12 18:04:08,ab7a7fb8-3baf-4cbe-a337-410be81319eb,Michele,Di Giovanni,DGVMHL88R09L186X,+39329211839,other,Antigen,Positive,2021-11-10 13:02:02,00fbf7b1-f165-4920-8ee1-5d04f4a03a7b,,,,,,,,,,,,,,,,,,,Giuseppe,Bianchi,+39375444795,Simona,Pellegrini,+393679358440
Largo Medaglie D'oro,38100,8,Trento,1979-09-07,+393116464403,MNZRRT79P07A988K,Roberto,M,Menozzi,2021-09-26 09:00:47,1,+393907671526,CRTMLN36C70A621E,Marilena,doctor,Carta,Moderna,2021-10-24 09:00:47,2,Laura,Pellegrino,PLLLRA51R66E615J,+393395896994,other,Moderna,ec65df54-0183-4e0f-a7a5-5fa3354ac3af,fe47200e-f23d-4366-a27f-bbcff9c3d856,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi,Franzoni,FRNLGU55T09F375Z,+39396670929,nurse,Antigen,Positive,2021-03-06 21:06:37,73f434d1-5b7e-45de-97a9-b8c4a1e3b769,Giovanni,Proietti,+393658114567,Silvio,Zennaro,+39394581605
Via G. Garibaldi,51013,37,Chiesina Uzzanese,1957-06-01,+39368770429,MNTTRS57H41E439M,Teresa,F,Montagna,2021-06-26 19:40:31,1,+39348533798,MRBMTT60P09B099V,Mattia,other,Morabito,Pfizer-BioNTech,2021-07-24 19:40:31,2,Pier Paolo,De Angelis,DNGPPL38R28E908W,+393375019093,other,Pfizer-BioNTech,555dedee-aac9-4f4b-8fe9-4ab57a4f4917,3bfac729-807d-4746-acd0-42c81e41fbe6,Matteo,Dell'Amico,DLLMTT95T10F023U,+39328901406,doctor,Molecular,Negative,2021-07-11 05:44:01,7449c19b-5f9f-4b73-aee6-142bcf83a279,Giampietro,Nanni,NNNGPT38A15F597Z,+39340915984,other,Antigen,Negative,2021-03-08 01:04:33,358128cb-5ecf-4719-a85b-b2b7ed728b15,,,,,,,,,,,,,,,,,,,Carolina,Colombo,+39347277469,Davide,Rizzo,+39369957722
Via Liberta`,80055,72,Portici,1963-01-03,+393179813838,FLZFLV63A43L609Y,Flavia,F,Falzone,2021-12-10 04:23:06,1,+39362362958,CRRCNN51A15I803Y,Uchenna Atulegwu,other,Corradi,AstraZeneca,2022-01-07 04:23:06,2,Riccardo,Guglielmi ,GGLRCR01R19H957Q,+39385909203,nurse,AstraZeneca,3317102d-4740-4780-bc42-a776402bccd2,fb4e6caa-3790-4782-8c39-cc0932fa9c19,Salvatore,Porcu,PRCSVT88S15E087Z,+393568143884,doctor,Molecular,Negative,2021-12-10 06:33:06,7ca45658-e66c-49ba-a12f-226da460a24e,Alexandra-paula,Anelli,NLLLND56C64C362Y,+393121030892,other,Antigen,Positive,2021-05-13 19:26:56,f80fb0b2-f7c5-4fe9-83d7-0487a346443f,Maria,Pavan,PVNMRA30E68E709R,+393353951139,nurse,Molecular,Negative,2021-08-29 01:26:11,c21da941-7373-4eb8-9508-add77c81d45b,Erica,Pinna,PNNRCE96P56G287S,+393185742633,doctor,Antigen,Positive,2021-04-29 03:26:51,3f51ec35-a42e-4449-9741-a54a9c7b53d0,Francesco,Fusco,+393221780332,Khalid,Russo,+393885446596
Via Colocasio,91025,94,Marsala,1977-06-26,+393167497833,TRRMPL77H66F231K,Maria Paola,F,Torrisi,2021-12-04 19:29:22,1,+393500282198,GRPDDS63C15H346D,Davide Salvatore,doctor,Greppi,Johnson & Johnson,2022-01-01 19:29:22,2,Nicolas,Colombo,CLMNLS29S06C003Q,+39392147053,other,Johnson & Johnson,a79acb80-e529-4824-b244-02fd6549475e,654c2f1e-8f0a-49cc-bb1f-4a1c810d32cd,Francesco,Battaglia,BTTFNC84E07I535Q,+393472486534,doctor,Molecular,Positive,2021-06-08 02:19:24,b60a6585-4ae0-4169-a40e-5bbdaf42f3c6,Marco,Vierin,VRNMRC46M18C821P,+39352457296,doctor,Molecular,Positive,2021-04-25 12:09:06,6a67d7b8-dc70-4250-ab60-d4c184c550d3,,,,,,,,,,,,,,,,,,,Gianfranco,Gamper,+39345386969,Nolan Ragnar,Venezia,+393833461505
Via Belzoni,35131,17,Padova,1962-08-10,+393846702797,CRSMDA62M50G622S,Amedea,F,Caruso,2021-11-19 02:09:28,1,+39383240177,GLLSFN33R59I529G,Stefania,doctor,Galli,AstraZeneca,2021-12-17 02:09:28,2,Antonino,Mariani,MRNNNN96A11I709U,+393680492778,doctor,AstraZeneca,0b9af070-acf8-4713-afa9-cc91682026a7,f04023e5-e0f4-4bb1-a2ef-ae04286c4b21,,,,,,,,,,Graziella Rosa,Corti,CRTGZL54H58G009G,+393214228359,nurse,Antigen,Positive,2021-08-28 23:02:40,9a2af97a-d367-400e-950e-d5f40cbde2b4,Karunakaran,Giordano,GRDKNK80D13F327O,+393689032968,nurse,Molecular,Negative,2021-01-28 07:46:56,5a677039-dece-4aed-b784-d8d19443fa73,,,,,,,,,,Mattia,Ruggiero,+39337046506,Giuliana,Russo,+39354714044
Via Merine,73100,45,Lecce,1959-09-26,+393818920876,FRRGLI59P66E240M,Giulia,F,Ferrari,,,,,,,,,,,,,,,,,,,Giuliano,Luppi,LPPGLN33T06C287M,+393114439781,other,Molecular,Negative,2021-01-20 17:53:14,87f34b1b-f780-42cf-93ae-e3308323bcb9,Marius,Bianchi,BNCMRS36A31E596K,+393707966911,other,Molecular,Negative,2021-10-10 06:04:53,6f6bef9a-9317-473a-b9ff-dfe6e816d282,,,,,,,,,,Rosa,Marino,MRNRSO69E46D518E,+393721481380,doctor,Antigen,Negative,2021-06-03 13:14:03,08ce988d-6f96-4d04-bd5d-bd461083dd21,Ernesto Alessandro,Conte,+393611342347,Riccardo,Silenzi,+393141012151
Corso Piave,12051,174/a,Alba,1955-08-16,+393678000737,PRCSFN55M16H152I,Stefano,M,Pircher,2021-08-10 16:30:31,1,+393870595811,NREGLR39L53H153U,Gloria,nurse,Neri,Moderna,2021-09-07 16:30:31,2,Fiorenza,Carrieri,CRRFNZ01L70H882D,+39392436658,doctor,Moderna,1bb7812a-651e-4128-b97c-bc0c721082c4,f2409e87-63eb-45c2-b933-f1cf556a7b86,Huanqiang,Giannini,GNNHQN00H15G628S,+393778294682,doctor,Molecular,Positive,2021-05-26 03:25:27,74bc3d7a-bbe1-4504-a3c7-50e04a1e26a8,Roberto Carlos,Privitera,PRVRRT27H23H805V,+39355533573,other,Molecular,Negative,2021-10-16 05:03:12,21376273-d820-47a2-9045-f4099ac4bb21,,,,,,,,,,,,,,,,,,,Adelaide,Menozzi,+39356075093,Vittoria,Rossi,+39354662466
Via Roma,1010,109,Blera,1980-10-11,+39394920127,DMEGNE80R51F693W,Eugenia,F,De Maio,2021-02-17 12:21:59,1,+393378082986,DCLSRA81B53C562T,Sara,doctor,De Col,Moderna,2021-03-17 12:21:59,2,Adelaide,Bortot,BRTDLD30R44D330F,+393502942877,nurse,Moderna,1c76b000-ddbb-4e4f-b2b4-459c82b29a3f,abe2ef9c-8c42-4d52-a7c0-27838c728997,,,,,,,,,,,,,,,,,,,Elena,Colucci,CLCLNE85C70L049A,+393816722994,other,Antigen,Positive,2021-06-01 08:00:45,8cf615eb-6e31-4e17-a1d4-9bda551696e4,Davide,Ierardi,RRDDVD97P03L492Q,+39360193604,nurse,Molecular,Positive,2021-11-02 23:55:10,0a50d6a4-6ca0-4900-a7c7-3dbaad02a230,Guido,Melandri,+393858472154,Antonio,Rossi,+393913628186
Via Decio Raggi,47100,23/D,Forli',1928-05-18,+393431469358,CRDGPP28E58M214W,Giuseppina,F,Careddu ,2021-03-20 12:22:44,1,+39395689098,BRMMRZ02M25B292G,Maurizio,nurse,Brambilla,Moderna,2021-04-17 12:22:44,2,Marian,Rossi,RSSMRN42D29H726X,+393896099262,nurse,Moderna,cfe30684-ba83-475c-a944-80445e726177,c50af3c5-5bfc-4690-a3b7-fb4ca1b2cbea,,,,,,,,,,Gezim,Russo,RSSGZM65R09C377F,+39348553339,nurse,Molecular,Positive,2021-06-21 19:01:11,4c31c411-6170-4b93-a467-54b645be286f,,,,,,,,,,,,,,,,,,,Gabrio,Righi,+39358676113,Ivano,Rossi,+393396813761
Via Giovanni Amendola,87041,6,Acri,1949-08-22,+393872251168,MSTBNR49M62D735P,Bernardetta,F,Mosti,2021-01-15 11:14:40,1,+39329435520,BRSFRC58S66H964L,Federica,doctor,Bressan,Johnson & Johnson,,,,,,,,,85fc1af1-c97f-4544-aa7e-b1649b9d99c3,,,,,,,,,,,,,,,,,,,,Adriano Pierluigi,Esposito,SPSDNP02L18E554F,+39343189067,doctor,Antigen,Positive,2021-07-26 01:17:33,72f0528c-d090-4ae5-a158-bfb132c12605,,,,,,,,,,Fabio,Zennaro,+393149408132,Daniele,Mura,+393521430750
Corso Indipendenza,95122,99,Catania,1991-08-16,+39326090898,RCCNGL91M16G212X,Angelo,M,Ricci,2021-02-28 12:49:48,1,+393647402751,PRIMRZ38B03B497M,Maurizio,doctor,Pieri,Pfizer-BioNTech,2021-03-28 12:49:48,2,Alessandro,Negri,NGRLSN59B23M180S,+393786322108,other,Pfizer-BioNTech,e2628713-35c9-42e8-936c-e2c444617aac,f7b7dc43-3043-4a3d-9b23-c8d5629c4f3f,,,,,,,,,,,,,,,,,,,Oana Alexandra,Melis,MLSNXN37C63F991D,+39365313493,nurse,Antigen,Positive,2021-08-24 16:51:47,ab9a5310-dcf8-42f4-baec-e5c4fd65659e,,,,,,,,,,Concetta,Minniti,+393510752627,Giulia,Izzi,+393277469060
Via Guglielmo Marconi,25048,42,Edolo,1959-12-02,+39367673601,BNCHND59T42C290G,Hind,F,Bianchi,2021-12-29 13:26:03,1,+393851863758,MNTNTN59B09F026V,Anton,doctor,Mantovani,Pfizer-BioNTech,,,,,,,,,0b156dfa-151a-4b5c-8a3f-c616a9a7db22,,,,,,,,,,,,,,,,,,,,Ezio,Cavalli,CVLZEI83C27H682X,+39383180323,doctor,Antigen,Negative,2021-01-10 04:01:17,53788b9f-7ca2-4585-8b6c-4e2542a3d299,Alessandro,Paolicelli,PLCLSN22M01F637Q,+393298303425,doctor,Molecular,Negative,2021-07-02 02:58:48,816dff3a-a399-47b0-ba15-7bb3678dc514,Riccardo,Negri,+393711397432,Iljana,Zuliani,+393238603542
Viale Regione Siciliana,90124,4325,Palermo,1944-06-12,+393950612395,FLRTMS44H12L924K,Tommaso,M,Floris,2021-01-09 18:25:01,1,+393621565460,RNARLD84R23A313X,Arnaldo,other,Arena,Moderna,2021-02-06 18:25:01,2,Luigi,Zani,ZNALGU92H15E698C,+393600237214,other,Moderna,9b751e07-7316-473c-ac18-fb7a662b4449,7764bb8d-d32c-4216-825c-2ba739295c88,,,,,,,,,,Catalin,Rosati,RSTCLN72C08I585O,+393686754674,other,Molecular,Negative,2021-12-23 15:35:03,7f509023-3495-4722-a34b-142ccaa105cb,,,,,,,,,,,,,,,,,,,Roberto Giorgio,Rossi,+393386657863,Giuseppa,Cappelli,+393926822593
Piazza S. Magno,20025,32,Legnano,1998-08-09,+393674347572,GROMDL98M49G754A,Maddalena,F,Gori,2021-09-20 15:39:36,1,+393591349850,RZZMTR27H53B319O,Maria Teresa,doctor,Rizzo,Pfizer-BioNTech,2021-10-18 15:39:36,2,Maria,Di Matteo,DMTMRA90D52A008H,+393126074983,doctor,Pfizer-BioNTech,f12e61c6-eab5-411b-9d86-2a4b95560e18,93b7aa35-a01e-4f73-8437-5557cdea4280,,,,,,,,,,Antonietta,Rossi ,RSSNNT28P68B230L,+39384867146,other,Antigen,Negative,2021-05-07 11:32:49,9833d788-2151-4a31-90f9-8438e7958dfe,Enrica Carla,Innocenti,NNCNCC45C61D895X,+39368808192,other,Molecular,Positive,2021-03-02 11:16:12,c68c18bc-6835-4c24-aba0-8156549f11ca,,,,,,,,,,Ersida,Semprini,+39389114151,Ana,Mancini,+393480446410
Viale Japigia,70126,38/B,Bari,1954-11-14,+39321933059,TMSBNL54S54C756W,Brunilda,F,Tomasi,2021-06-14 15:21:46,1,+393473428288,DLFLDN36R62C276T,Loredana,nurse,Delfino,Johnson & Johnson,2021-07-12 15:21:46,2,Antonietta,Gamberini,GMBNNT26T45F718H,+393103009673,other,Johnson & Johnson,5edfed1d-15ab-474c-95c5-0d3f1e53ab17,8d18253e-012f-45f0-990c-33d006f71fde,,,,,,,,,,,,,,,,,,,Cinzia,Iacono,CNICNZ53E69F258O,+393297492142,nurse,Molecular,Positive,2021-05-06 10:50:39,0710a43b-9764-4039-a795-c4ada6b0a42b,,,,,,,,,,Greta,Lodi,+39383798002,Gabriele,Rocca,+393885563320
Via Katharina Lanz,39037,75,Rio Di Pusteria,1992-11-12,+393906570963,BLDGPP92S12B626M,Giuseppe,M,Baldi,2021-01-05 14:46:25,1,+393985966828,FRRLCA83C47L183Y,Alice,doctor,Ferrari,Pfizer-BioNTech,,,,,,,,,9cdc335f-ffe2-451b-8fab-caed7b6acf22,,Andrea,Rea,REANDR24D12L243V,+393672228285,nurse,Antigen,Positive,2021-05-15 17:32:07,c39e19c9-4bdd-403c-b9c1-0c20091957a5,Daniela,Corradi,CRRDNL31C56D026O,+393530034965,nurse,Antigen,Positive,2021-07-23 08:21:26,fab61960-1f10-4914-995e-8d66b5933a7b,,,,,,,,,,Michael,Gori,GROMHL63B27G715B,+393419055910,doctor,Antigen,Positive,2021-07-27 16:56:51,b3ad8068-4165-4a3d-895b-0da249644196,Epifania,Innocenti,+39371513578,Pasquale,Maggiani,+393652962652
Via Nazionale,89812,59,Pizzo,2000-10-03,+39397324856,DTTGNN00R03F330H,Gianni,M,Dutto,2021-05-09 09:16:06,1,+393733806172,PNZMTT91M22I996C,Matteo,nurse,Panzeri,Johnson & Johnson,2021-06-06 09:16:06,2,Safiya,Righi,RGHSFY78E65D711E,+39371579850,nurse,Johnson & Johnson,adf9af21-ce50-4847-94c3-42a20a985222,bcc4ba07-06a2-4f8c-b6c9-e1a6c32e4274,,,,,,,,,,,,,,,,,,,Lisa Irma,Concas,CNCLRM36P64L966I,+39344604489,other,Antigen,Positive,2021-02-14 00:11:17,63f82d2c-b2ea-4366-b56c-983ea74aed28,Maria Rosa,De Santis,DSNMRS85T49A949K,+393359053480,doctor,Molecular,Negative,2021-05-15 09:02:49,e2a3d7f6-1cb5-4d0b-9ca8-7d69fba0afa3,Kejdi,Dragoni,+39395156142,Maria Gabriella,Veronese,+393653089761
Via Roma,10062,19,Luserna San Giovanni,1955-10-28,+39375924941,RNLDVD55R28L273O,Davide,M,Rinaldi,2021-10-28 06:27:58,1,+393140117973,RSSVSL36A05E228J,Vasile,doctor,Rossi,Johnson & Johnson,,,,,,,,,1f483e1b-583b-4818-a9c1-315f50164372,,,,,,,,,,,,,,,,,,,,Erika Jessika,Mosti,MSTRJS92L54D590R,+39378031643,other,Antigen,Negative,2021-12-06 08:59:21,8c71b2c8-bb80-4a26-9cb3-a71f185985d3,,,,,,,,,,Ferdinand,Innocenti,+393535796888,Maria Silvana,Bruzzone,+39399886207
Via Ercole Cantone,80038,90,Pomigliano D'arco,1942-05-02,+393639724434,SCCRNG42E42B587A,Rosangela,F,Sacchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Angelo,Piras,PRSPNG26L20D842S,+393559502962,nurse,Molecular,Positive,2021-06-03 09:44:15,fcdb1f3e-ecec-4c49-90a4-2e0ba4638376,,,,,,,,,,Khaoula,Dutto,DTTKHL80P65H150C,+393486263648,nurse,Molecular,Negative,2021-12-25 02:43:10,1d2ec769-c54d-459f-89e5-04c39831dbab,Farrukh,Bisio,+39339530189,Mattia,Rossi,+39348904955
Via Udine,33050,20,Porpetto,1944-01-03,+393679511438,SNTSFO44A43A884P,Sofia,F,Santilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guglielmo,Porcu,PRCGLL44R03A126N,+393172574861,nurse,Molecular,Positive,2021-10-24 10:43:57,97a1443f-6fc7-46b4-b143-8a346ad1c516,,,,,,,,,,,,,,,,,,,Michela Marcella,Rosso,+39380584027,Viola,Grieco,+393767132122
